Ortholog_Group_ID,Dananassae_Gene,Dananassae_Chromosome,Dananassae_Start,Dananassae_Strand,Dsimulans_Gene,Dsimulans_Chromosome,Dsimulans_Start,Dsimulans_Strand,Dyakuba_Gene,Dyakuba_Chromosome,Dyakuba_Start,Dyakuba_Strand,Dsuzukii_Gene,Dsuzukii_Chromosome,Dsuzukii_Start,Dsuzukii_Strand,Dmiranda_Gene,Dmiranda_Chromosome,Dmiranda_Start,Dmiranda_Strand,Dmauritiana_Gene,Dmauritiana_Chromosome,Dmauritiana_Start,Dmauritiana_Strand,Dsechellia_Gene,Dsechellia_Chromosome,Dsechellia_Start,Dsechellia_Strand,Dsantomea_Gene,Dsantomea_Chromosome,Dsantomea_Start,Dsantomea_Strand,Dmelanogaster_Gene,Dmelanogaster_Chromosome,Dmelanogaster_Start,Dmelanogaster_Strand
68701at7215,LOC6506042,NC_057930.1,9836475,+,LOC6732008,NC_052520.2,11684540,-,LOC6527299,NC_052527.2,8296042,-,LOC108017585,NW_023496800.1,3432562,+,LOC108163045,NC_046677.1,27679465,+,LOC117151065,NC_046667.1,11527135,-,LOC6612186,NC_045949.1,11546489,-,LOC120445334,NC_053016.2,8328431,-,crol,NT_033779.5,11794327,-
68749at7215,LOC6498064,NC_057930.1,22947869,-,LOC6730913,NC_052520.2,3721373,+,LOC6526769,NC_052527.2,3795899,+,LOC108021722,NW_023496800.1,23706543,+,LOC108164151,NC_046677.1,23569525,+,LOC117151015,NC_046667.1,3673309,+,LOC6613283,NC_045949.1,3666153,+,LOC120458497,NC_053016.2,3736998,+,GH25970,NT_033779.5,3730466,+
69147at7215,LOC6498447,NC_057930.1,16425509,-,LOC6731944,NC_052520.2,11006064,+,LOC6527239,NC_052527.2,7587746,+,LOC108018358,NW_023496800.1,4309922,-,LOC108161627,NC_046677.1,22085610,-,LOC117141285,NC_046667.1,10863192,+,LOC6612121,NC_045949.1,10871194,+,LOC120458426,NC_053016.2,7600065,+,l(2)gd1,NT_033779.5,11106943,+
6917at7215,LOC116656084,NC_057930.1,18359599,+,LOC27206514,NC_052520.2,8627251,-,LOC6527775,NC_052527.2,11441993,-,LOC108007871,NW_023496800.1,516228,-,LOC108163857,NC_046677.1,8952675,+,LOC117135331,NC_046667.1,8499737,-,LOC6611736,NC_045949.1,8511486,-,LOC120458572,NC_053016.2,11476497,-,PrBP,NT_033779.5,8684823,-
69271at7215,LOC6498137,NC_057930.1,22145132,-,LOC6732506,NC_052520.2,16052449,-,LOC6528923,NC_052527.2,19181910,+,LOC108019860,NW_023496800.1,5338176,+,LOC108161888,NC_046677.1,31899839,-,LOC117150504,NC_046667.1,15891998,-,LOC6613688,NC_045949.1,15952900,-,LOC120443715,NC_053016.2,19236094,+,cact,NT_033779.5,16313036,-
69371at7215,LOC6497677,NC_057930.1,26726466,+,LOC6730395,NC_052520.2,91047,-,LOC6526244,NC_052527.2,74831,-,LOC108004970,NW_023496800.1,25506690,+,LOC108162497,NC_046677.1,32379964,-,LOC117135236,NC_046667.1,63809,-,LOC6617191,NC_045949.1,91085,-,LOC120445319,NC_053016.2,36263,-,Cda5,NT_033779.5,25402,-
69403at7215,LOC6497234,NC_057930.1,19247838,+,LOC6731441,NC_052520.2,8078665,-,LOC6527658,NC_052527.2,8999621,+,LOC108014560,NW_023496800.1,6481252,-,LOC108162121,NC_046677.1,25765375,-,LOC117150300,NC_046667.1,7964141,-,LOC6611621,NC_045949.1,7978342,-,LOC120443761,NC_053016.2,9018268,+,PAPLA1,NT_033779.5,8134247,-
69468at7215,LOC6496978,NC_057930.1,14878607,+,LOC6731703,NC_052520.2,9858625,-,LOC6527930,NC_052527.2,12750990,-,LOC108006715,NW_023496800.1,20945235,+,LOC108161399,NC_046677.1,19785976,+,LOC117147902,NC_046667.1,9726906,-,LOC6611885,NC_045949.1,9720469,-,LOC120458014,NC_053016.2,12791773,-,Cpr30F,NT_033779.5,9932272,-
69582at7215,LOC6497974,NC_057930.1,24187641,-,LOC6730529,NC_052520.2,1147633,+,LOC6526382,NC_052527.2,1146553,+,LOC108017219,NW_023496800.1,17939253,-,LOC108162597,NC_046677.1,29348726,+,LOC117135948,NC_046667.1,1104658,+,LOC6617337,NC_045949.1,1126631,+,LOC120445148,NC_053016.2,1119635,+,Dmel\CG14340,NT_033779.5,1112941,+
69770at7215,LOC6506075,NC_057930.1,9913564,+,LOC6732059,NC_052520.2,11970958,-,LOC6527352,NC_052527.2,8593541,-,LOC108021212,NW_023496800.1,3087270,+,LOC108163417,NC_046677.1,31665212,-,LOC117142908,NC_046667.1,11821756,-,LOC6617711,NC_045949.1,11838410,-,LOC120454007,NC_053016.2,8624874,-,CG6712,NT_033779.5,12095176,-
69803at7215,LOC6498535,NC_057930.1,14871158,-,LOC6731705,NC_052520.2,9865082,+,LOC6527933,NC_052527.2,12757600,+,LOC108017723,NW_023496800.1,20938597,-,LOC108162601,NC_046677.1,19777301,-,LOC117135269,NC_046667.1,9733296,+,LOC6611888,NC_045949.1,9726973,+,LOC120445029,NC_053016.2,12798115,+,CG31879,NT_033779.5,9938863,+
6997at7215,LOC6497142,NC_057930.1,17686386,+,LOC6731091,NC_052520.2,5524364,-,LOC6528137,NC_052527.2,13770777,+,LOC108021715,NW_023496800.1,10087472,-,LOC108163090,NC_046677.1,11435096,+,LOC117143592,NC_046667.1,5452457,-,LOC6613497,NC_045949.1,5462718,-,LOC120458271,NC_053016.2,13827385,+,Dmel\CG14013,NT_033779.5,5552843,-
70118at7215,LOC6505589,NC_057930.1,8988384,+,LOC6726634,NC_052520.2,13382017,+,LOC6527531,NC_052527.2,9734687,-,LOC108020995,NW_023496800.1,5983945,-,LOC108162207,NC_046677.1,6684012,+,LOC117150910,NC_046667.1,13236202,+,LOC6617895,NC_045949.1,13246319,+,LOC120453525,NC_053016.2,9766397,-,kuz,NT_033779.5,13550139,+
70358at7215,LOC6506712,NC_057930.1,10790053,+,LOC6730961,NC_052520.2,4394167,-,LOC6526820,NC_052527.2,4516914,-,LOC108019067,NW_023496800.1,18141511,-,LOC108163519,NC_046677.1,29100711,+,LOC117142677,NC_046667.1,4336506,-,LOC6613339,NC_045949.1,4342227,-,LOC120450268,NC_053016.2,4438639,-,Dmel\CG15431,NT_033779.5,4403992,-
70481at7215,LOC6497426,NC_057930.1,22451807,+,LOC27206539,NC_052520.2,2154775,+,LOC6526509,NC_052527.2,2188221,+,LOC108012472,NW_023496800.1,21355227,+,LOC108162323,NC_046677.1,24291803,+,LOC117141632,NC_046667.1,2115649,+,LOC6620612,NC_045949.1,2119350,+,LOC120458640,NC_053016.2,2156691,+,Dmel\CG15382,NT_033779.5,2155753,+
70593at7215,LOC6502405,NC_057930.1,14518686,+,LOC27208838,NC_052520.2,10206811,-,LOC6528004,NC_052527.2,13102586,-,LOC108012598,NW_023496800.1,5323111,+,LOC108161327,NC_046677.1,19293588,+,LOC117141149,NC_046667.1,10074167,-,LOC6611954,NC_045949.1,10087623,-,LOC120458532,NC_053016.2,13144893,-,Dmel\CG13138,NT_033779.5,10299977,-
70716at7215,LOC6497402,NC_057930.1,22139174,+,LOC6732503,NC_052520.2,16046620,+,LOC6528926,NC_052527.2,19200451,-,LOC108021518,NW_023496800.1,5355633,-,LOC108161890,NC_046677.1,31894456,+,LOC117150505,NC_046667.1,15886225,+,LOC6613685,NC_045949.1,15947171,+,LOC120443716,NC_053016.2,19253093,-,Syx5,NT_033779.5,16307346,+
70741at7215,LOC6497715,NC_057930.1,27924143,+,LOC6732383,NC_052520.2,14808696,+,LOC6528280,NC_052527.2,15247232,+,LOC108006826,NW_023496800.1,23159422,-,LOC108162494,NC_046677.1,5962070,+,LOC117143661,NC_046667.1,14652701,+,LOC6611321,NC_045949.1,14698354,+,LOC120456347,NC_053016.2,15304386,+,NC2beta,NT_033779.5,15007813,+
71120at7215,LOC6505611,NC_057930.1,9092201,+,LOC6732235,NC_052520.2,13496936,+,LOC6527535,NC_052527.2,9694200,-,LOC108018270,NW_023496800.1,5934996,-,LOC108163977,NC_046677.1,6830045,+,LOC117146328,NC_046667.1,13341865,+,LOC6617899,NC_045949.1,13348389,+,LOC120446177,NC_053016.2,9740705,-,DS01368.1,NT_033779.5,13665525,+
71194at7215,LOC6504729,NC_057930.1,7876349,-,LOC6731608,NC_052520.2,9096543,-,LOC6527834,NC_052527.2,11945553,-,LOC108005736,NW_023496800.1,7428937,+,LOC108163075,NC_046677.1,9501833,-,LOC117147386,NC_046667.1,8969995,-,LOC6611789,NC_045949.1,8974183,-,LOC120458095,NC_053016.2,11997783,-,Dmel\CG9586,NT_033779.5,9165421,-
71323at7215,LOC6505799,NC_057930.1,9414744,+,LOC6732204,NC_052520.2,13232529,+,LOC6527501,NC_052527.2,9966102,-,LOC108021374,NW_023496800.1,6250854,-,LOC108162363,NC_046677.1,6497588,+,LOC117150954,NC_046667.1,13081971,+,LOC6617861,NC_045949.1,13094462,+,LOC120457630,NC_053016.2,9999866,-,loqs,NT_033779.5,13382652,+
71333at7215,LOC6503458,NC_057930.1,11511225,-,LOC6731315,NC_052520.2,7014517,+,LOC6526982,NC_052527.2,5940198,-,LOC108020231,NW_023496800.1,8572662,-,LOC108163516,NC_046677.1,31841052,-,LOC117137334,NC_046667.1,6912462,+,LOC6611494,NC_045949.1,6930040,+,LOC120448668,NC_053016.2,5943665,-,Mnn1,NT_033779.5,7056301,+
71631at7215,LOC6496933,NC_057930.1,14430039,+,LOC6731801,NC_052520.2,10275309,-,LOC6528030,NC_052527.2,13176031,-,LOC108021271,NW_023496800.1,5200623,+,LOC108164102,NC_046677.1,19129639,+,LOC117137259,NC_046667.1,10142374,-,LOC6611979,NC_045949.1,10158390,-,LOC120444588,NC_053016.2,13217751,-,rho-5,NT_033779.5,10368025,-
71744at7215,LOC6497637,NC_057930.1,26014825,+,LOC6730507,NC_052520.2,904949,-,LOC6526360,NC_052527.2,902316,-,LOC108021334,NW_023496800.1,24587832,+,LOC108162677,NC_046677.1,22906552,+,LOC117143388,NC_046667.1,869931,-,LOC6617310,NC_045949.1,892072,-,LOC120447837,NC_053016.2,872830,-,aru,NT_033779.5,861849,-
71812at7215,LOC6498127,NC_057930.1,22275903,-,LOC6730624,NC_052520.2,1992170,-,LOC6526476,NC_052527.2,2018459,-,LOC108021307,NW_023496800.1,16909071,+,LOC108163262,NC_046677.1,28535519,-,LOC117138884,NC_046667.1,1952505,-,LOC6620972,NC_045949.1,1956922,-,LOC120449689,NC_053016.2,1981321,-,EMSY,NT_033779.5,1975463,-
71843at7215,LOC6498407,NC_057930.1,17054413,-,LOC6739237,NC_052520.2,13986394,-,LOC6528215,NC_052527.2,14391662,-,LOC108021735,NW_023496800.1,16035736,+,LOC108164194,NC_046677.1,13666686,+,LOC117148526,NC_046667.1,13829527,-,LOC6611256,NC_045949.1,13850457,-,LOC120458663,NC_053016.2,14444748,-,Dmel\CG43333,NT_033779.5,14163508,-
7203at7215,LOC6502416,NC_057930.1,16736626,+,LOC6732265,NC_052520.2,13664437,+,LOC6527559,NC_052527.2,9542284,-,LOC108006149,NW_023496800.1,5756558,-,LOC108162629,NC_046677.1,14080591,-,LOC117140296,NC_046667.1,13508935,+,LOC6611208,NC_045949.1,13524400,+,LOC120458401,NC_053016.2,9568463,-,Rpb3,NT_033779.5,13833337,+
72070at7215,LOC6498238,NC_057930.1,20334329,-,LOC6731276,NC_052520.2,6794589,+,LOC6527023,NC_052527.2,6157975,-,LOC108006905,NW_023496800.1,8843345,+,LOC108164122,NC_046677.1,8367389,+,LOC117150478,NC_046667.1,6692493,+,LOC6611451,NC_045949.1,6711711,+,LOC120458526,NC_053016.2,6166420,-,sens-2,NT_033779.5,6821934,+
72109at7215,LOC6496987,NC_057930.1,14962352,+,LOC6738945,NC_052520.2,5015135,-,LOC6527591,NC_052527.2,9312832,-,LOC108016968,NW_023496800.1,21978338,-,LOC108162351,NC_046677.1,17114787,-,LOC117150750,NC_046667.1,4954796,-,LOC6613436,NC_045949.1,4958665,-,LOC120453330,NC_053016.2,9329444,-,Dmel\CG9121,NT_033779.5,5047818,-
72138at7215,LOC6498386,NC_057930.1,17491071,-,LOC6731114,NC_052520.2,5700525,+,LOC6528116,NC_052527.2,13559097,-,LOC108020370,NW_023496800.1,10314112,+,LOC108163316,NC_046677.1,11139018,-,LOC117135545,NC_046667.1,5620184,+,LOC6613522,NC_045949.1,5635134,+,LOC120458302,NC_053016.2,13601598,-,Dmel\CG11030,NT_033779.5,5724656,+
72157at7215,LOC6497221,NC_057930.1,19120418,+,LOC6730805,NC_052520.2,3030715,+,LOC6526665,NC_052527.2,3092296,+,LOC108021520,NW_023496800.1,19343191,+,LOC108161989,NC_046677.1,21283968,+,LOC117135314,NC_046667.1,2985098,+,LOC6613193,NC_045949.1,2976119,+,LOC120458162,NC_053016.2,3045391,+,GABPI,NT_033779.5,3030539,+
72280at7215,LOC6497384,NC_057930.1,21809878,+,LOC6731983,NC_052520.2,11402018,+,LOC6527271,NC_052527.2,7993616,+,LOC108009350,NW_023496800.1,3809006,-,LOC108164298,NC_046677.1,21524078,-,LOC117143409,NC_046667.1,11253285,+,LOC6621256,NC_045949.1,11261175,+,LOC120443806,NC_053016.2,8011389,+,spz4,NT_033779.5,11501715,+
72437at7215,LOC26513663,NC_057930.1,24356176,-,LOC6732032,NC_052520.2,11874901,+,LOC6527325,NC_052527.2,8491853,+,LOC108021370,NW_023496800.1,3216018,-,LOC108162924,NC_046677.1,21236724,+,LOC117140253,NC_046667.1,11717870,+,LOC6617685,NC_045949.1,11742696,+,LOC120452999,NC_053016.2,8525290,+,Dmel\CG34163,NT_033779.5,11988270,+
72572at7215,LOC6498444,NC_057930.1,16459747,-,LOC6731937,NC_052520.2,10974592,+,LOC6527232,NC_052527.2,7556266,+,LOC108014042,NW_023496800.1,4349202,-,LOC108161343,NC_046677.1,22127593,-,LOC117146723,NC_046667.1,10831678,+,LOC6612113,NC_045949.1,10839884,+,LOC120458119,NC_053016.2,7568490,+,Dmel\CG43725,NT_033779.5,11075513,+
72724at7215,LOC6498388,NC_057930.1,17460288,-,LOC6731119,NC_052520.2,5785128,+,LOC6528110,NC_052527.2,13516131,-,LOC108005680,NW_023496800.1,10410795,+,LOC108163247,NC_046677.1,11063559,-,LOC117150360,NC_046667.1,5697855,+,LOC6613528,NC_045949.1,5712678,+,LOC120458434,NC_053016.2,13554363,-,Dmel\CG7239,NT_033779.5,5802220,+
73094at7215,LOC6505432,NC_057930.1,8396482,+,LOC6731651,NC_052520.2,9524809,+,LOC6527877,NC_052527.2,12410202,+,LOC108013049,NW_023496800.1,6883477,-,LOC108161787,NC_046677.1,28100526,+,LOC117150638,NC_046667.1,9401825,+,LOC6611831,NC_045949.1,9397505,+,LOC120454168,NC_053016.2,12444702,+,gcm2,NT_033779.5,9608562,+
73167at7215,LOC6498516,NC_057930.1,14984000,-,LOC6731040,NC_052520.2,4996729,+,LOC6527597,NC_052527.2,9294690,+,LOC108018646,NW_023496800.1,21957276,+,LOC108162916,NC_046677.1,17094678,+,LOC117139219,NC_046667.1,4936442,+,LOC6613430,NC_045949.1,4939962,+,LOC120443984,NC_053016.2,9310807,+,Col4a1,NT_033779.5,5029609,+
73178at7215,LOC6497305,NC_057930.1,20408732,+,LOC6731267,NC_052520.2,6731415,-,LOC6527033,NC_052527.2,6228008,+,LOC108019258,NW_023496800.1,8765646,-,LOC108163831,NC_046677.1,4523801,+,LOC117144513,NC_046667.1,6630219,-,LOC6611441,NC_045949.1,6642237,-,LOC120458587,NC_053016.2,6234896,+,LUBEL,NT_033779.5,6759829,-
73297at7215,LOC6497293,NC_057930.1,20235025,+,LOC6731288,NC_052520.2,6897652,-,LOC6527009,NC_052527.2,6058061,+,LOC108011654,NW_023496800.1,8972289,-,LOC108162990,NC_046677.1,8491417,-,LOC117140792,NC_046667.1,6796112,-,LOC6611466,NC_045949.1,6814529,-,LOC120458766,NC_053016.2,6062521,+,Dmel\CG18304,NT_033779.5,6932545,-
73505at7215,LOC6497483,NC_057930.1,23110486,+,LOC6730890,NC_052520.2,3596818,-,LOC6526748,NC_052527.2,3664035,-,LOC108007964,NW_023496800.1,15523155,-,LOC108163823,NC_046677.1,23433045,-,LOC117150990,NC_046667.1,3538029,-,LOC6613261,NC_045949.1,3545235,-,LOC120458343,NC_053016.2,3612307,-,odd,NT_033779.5,3604224,-
73742at7215,LOC6496706,NC_057930.1,6488803,+,LOC6730771,NC_052520.2,2778834,-,LOC6526620,NC_052527.2,2836870,-,LOC108015563,NW_023496800.1,19045093,-,LOC108163833,NC_046677.1,17658639,-,LOC117139528,NC_046667.1,2733717,-,LOC6613151,NC_045949.1,2729186,-,LOC120444149,NC_053016.2,2791361,-,Syt1,NT_033779.5,2772327,-
74035at7215,LOC6497277,NC_057930.1,20165248,+,LOC6731242,NC_052520.2,6620913,+,LOC6527060,NC_052527.2,6350379,-,LOC108019707,NW_023496800.1,9055368,-,LOC108163274,NC_046677.1,8587064,-,LOC117150515,NC_046667.1,6514460,+,LOC6611415,NC_045949.1,6531610,+,LOC120451791,NC_053016.2,6357589,-,Tango1,NT_033779.5,6649388,+
74162at7215,LOC6498635,NC_057930.1,13913834,-,LOC6731902,NC_052520.2,10768005,+,LOC6527202,NC_052527.2,7351139,+,LOC108021059,NW_023496800.1,4618399,-,LOC108163213,NC_046677.1,18644643,+,LOC117146010,NC_046667.1,10631403,+,LOC6612078,NC_045949.1,10639375,+,LOC120455051,NC_053016.2,7362415,+,Stam,NT_033779.5,10858536,+
74331at7215,LOC6497058,NC_057930.1,16429271,+,LOC6731943,NC_052520.2,11000079,-,LOC6527238,NC_052527.2,7582611,-,LOC108018342,NW_023496800.1,4313942,+,LOC108161626,NC_046677.1,22090085,+,LOC117140588,NC_046667.1,10857183,-,LOC6612120,NC_045949.1,10865197,-,LOC120458424,NC_053016.2,7594912,-,Reps,NT_033779.5,11100963,-
74691at7215,LOC6497851,NC_057930.1,26958635,-,LOC6730919,NC_052520.2,3793251,+,LOC6526776,NC_052527.2,3875697,+,LOC108021163,NW_023496800.1,23790444,+,LOC108162705,NC_046677.1,23648528,+,LOC117150989,NC_046667.1,3729772,+,LOC6613290,NC_045949.1,3745725,+,LOC120445135,NC_053016.2,3811899,+,Reph,NT_033779.5,3803545,+
74893at7215,LOC6497772,NC_057930.1,28685416,-,LOC6731311,NC_052520.2,6990947,+,LOC6526987,NC_052527.2,5967142,-,LOC108020938,NW_023496800.1,8604429,-,LOC108161421,NC_046677.1,4839564,+,LOC117150313,NC_046667.1,6888997,+,LOC6611490,NC_045949.1,6906580,+,LOC120449908,NC_053016.2,5971012,-,Caper,NT_033779.5,7032721,+
74956at7215,LOC6497935,NC_057930.1,24731124,-,LOC6731976,NC_052520.2,11332077,-,LOC6527267,NC_052527.2,7920887,-,LOC108019008,NW_023496800.1,3893079,+,LOC108163420,NC_046677.1,21653117,+,LOC117138135,NC_046667.1,11184261,-,LOC6612153,NC_045949.1,11191818,-,LOC120450768,NC_053016.2,7937127,-,salm,NT_033779.5,11434311,-
75026at7215,LOC6507070,NC_057930.1,11377232,+,LOC6731323,NC_052520.2,7143902,-,LOC6526973,NC_052527.2,5804579,+,LOC108021403,NW_023496800.1,8421124,+,LOC108163514,NC_046677.1,31692192,+,LOC117141361,NC_046667.1,7041702,-,LOC6611503,NC_045949.1,7057941,-,LOC120454058,NC_053016.2,5812496,+,Dmel\CG4496,NT_033779.5,7185461,-
75033at7215,LOC6497582,NC_057930.1,24453289,+,LOC6731953,NC_052520.2,11029963,+,LOC6527247,NC_052527.2,7611832,+,LOC108021152,NW_023496800.1,4283005,-,LOC108161631,NC_046677.1,22059752,-,LOC117139643,NC_046667.1,10887162,+,LOC6612129,NC_045949.1,10895033,+,LOC120452201,NC_053016.2,7624055,+,CG4751,NT_033779.5,11130737,+
75165at7215,LOC6497292,NC_057930.1,20233014,+,LOC6731290,NC_052520.2,6907301,-,LOC6527008,NC_052527.2,6055579,+,LOC108011716,NW_023496800.1,8987215,-,LOC108162991,NC_046677.1,8502630,-,LOC117150240,NC_046667.1,6807329,-,LOC6611468,NC_045949.1,6825408,-,LOC120458331,NC_053016.2,6060036,+,Fgop2,NT_033779.5,6943178,-
75284at7215,LOC6497823,NC_057930.1,27505167,-,LOC6732336,NC_052520.2,14366336,-,LOC6528243,NC_052527.2,14789744,-,LOC108010110,NW_023496800.1,15622569,+,LOC108162438,NC_046677.1,5208709,-,LOC117145041,NC_046667.1,14211167,-,LOC6611284,NC_045949.1,14239795,-,LOC120458921,NC_053016.2,14847458,-,Dmel\CG4218,NT_033779.5,14547498,-
75294at7215,LOC6497687,NC_057930.1,26955470,+,LOC6730920,NC_052520.2,3800523,-,LOC6526777,NC_052527.2,3883267,-,LOC108004969,NW_023496800.1,23799483,-,LOC108162703,NC_046677.1,23657829,-,LOC117150983,NC_046667.1,3737003,-,LOC6613291,NC_045949.1,3752935,-,LOC120445126,NC_053016.2,3819260,-,cg3407,NT_033779.5,3810801,-
75397at7215,LOC6503896,NC_057930.1,10785669,-,LOC6730964,NC_052520.2,4432627,+,LOC6526823,NC_052527.2,4555358,+,LOC108021345,NW_023496800.1,18198079,+,LOC108162415,NC_046677.1,29098171,-,LOC117142789,NC_046667.1,4373914,+,LOC6613342,NC_045949.1,4380418,+,LOC120458782,NC_053016.2,4480304,+,Dmel\CG15432,NT_033779.5,4442320,+
75441at7215,LOC6497580,NC_057930.1,24443609,+,LOC6731440,NC_052520.2,8071295,+,LOC6527657,NC_052527.2,9025917,-,LOC108011977,NW_023496800.1,1464152,+,LOC108162573,NC_046677.1,16391615,-,LOC117151030,NC_046667.1,7956828,+,LOC6611620,NC_045949.1,7970988,+,LOC120443763,NC_053016.2,9044705,-,GalT4,NT_033779.5,8127001,+
75481at7215,LOC6497953,NC_057930.1,24328281,-,LOC6739185,NC_052520.2,3018577,+,LOC6526660,NC_052527.2,3080070,+,LOC108021471,NW_023496800.1,19330292,+,LOC108161987,NC_046677.1,21266872,+,LOC117135311,NC_046667.1,2973460,+,LOC6613188,NC_045949.1,2963961,+,LOC120458160,NC_053016.2,3033560,+,Dmel\CG17264,NT_033779.5,3018508,+
7557at7215,LOC6497805,NC_057930.1,28040893,-,LOC6730792,NC_052520.2,2878290,+,LOC6526643,NC_052527.2,2940493,+,LOC108006302,NW_023496800.1,19171233,+,LOC108162860,NC_046677.1,12523100,-,LOC117144864,NC_046667.1,2835688,+,LOC6613173,NC_045949.1,2826545,+,LOC120452820,NC_053016.2,2895397,+,betaggt-II,NT_033779.5,2879112,+
75614at7215,LOC6505515,NC_057930.1,8910698,+,LOC6730429,NC_052520.2,321634,-,LOC6526275,NC_052527.2,310547,-,LOC108016729,NW_023496800.1,25244994,+,LOC108162273,NC_046677.1,14558315,+,LOC117142054,NC_046667.1,296948,-,LOC6617224,NC_045949.1,318954,-,LOC120454182,NC_053016.2,274916,-,Dmel\CG17075,NT_033779.5,259949,-
75620at7215,LOC6498395,NC_057930.1,17334646,-,LOC6731130,NC_052520.2,5900306,+,LOC6528096,NC_052527.2,13387875,-,LOC108013993,NW_023496800.1,10553050,+,LOC108161243,NC_046677.1,10847982,-,LOC117150157,NC_046667.1,5813199,+,LOC6613541,NC_045949.1,5826519,+,LOC120455581,NC_053016.2,13426892,-,dsf,NT_033779.5,5925937,+
75895at7215,LOC6498085,NC_057930.1,22717312,-,LOC6731456,NC_052520.2,8156240,+,LOC6527672,NC_052527.2,8946464,-,LOC108005715,NW_023496800.1,20993336,+,LOC108162792,NC_046677.1,24597659,+,LOC117150560,NC_046667.1,8042545,+,LOC6611635,NC_045949.1,8055258,+,LOC120445774,NC_053016.2,8964050,-,Ssb-c31a,NT_033779.5,8211347,+
76059at7215,LOC6498360,NC_057930.1,18092384,-,LOC6731576,NC_052520.2,8832590,+,LOC6527798,NC_052527.2,11655890,+,LOC108019106,NW_023496800.1,822473,+,LOC108163827,NC_046677.1,8659269,-,LOC117135642,NC_046667.1,8706722,+,LOC6611757,NC_045949.1,8716173,+,LOC120443713,NC_053016.2,11691730,+,Dmel\CG34398,NT_033779.5,8898786,+
76074at7215,LOC6497694,NC_057930.1,27195310,+,LOC6730478,NC_052520.2,629732,-,LOC6526328,NC_052527.2,620810,-,LOC108021293,NW_023496800.1,24908744,+,LOC108162766,NC_046677.1,27646272,-,LOC117150391,NC_046667.1,594840,-,LOC6617277,NC_045949.1,618826,-,LOC120458041,NC_053016.2,586322,-,Ptth,NT_033779.5,575711,-
76158at7215,LOC6505365,NC_057930.1,7875166,+,LOC6731607,NC_052520.2,9095352,+,LOC6527833,NC_052527.2,11944356,+,LOC108005726,NW_023496800.1,7430475,-,LOC108163074,NC_046677.1,9500309,+,LOC117147378,NC_046667.1,8968343,+,LOC6611788,NC_045949.1,8972596,+,LOC120458093,NC_053016.2,11996050,+,Dmel\CG13108,NT_033779.5,9164235,+
76166at7215,LOC6496993,NC_057930.1,15051378,+,LOC6731219,NC_052520.2,6453836,+,LOC6527085,NC_052527.2,6520547,-,LOC108019105,NW_023496800.1,9269225,-,LOC108163295,NC_046677.1,7120767,-,LOC117150857,NC_046667.1,6346705,+,LOC6613633,NC_045949.1,6359726,+,LOC120444003,NC_053016.2,6531177,-,Daxx,NT_033779.5,6480929,+
76379at7215,LOC6497240,NC_057930.1,19343332,+,LOC6731003,NC_052520.2,4809962,-,LOC6526867,NC_052527.2,4936309,-,LOC108021400,NW_023496800.1,18646752,-,LOC108163698,NC_046677.1,24994127,+,LOC117150279,NC_046667.1,4750228,-,LOC6613384,NC_045949.1,4754003,-,LOC120453787,NC_053016.2,4862570,-,tank,NT_033779.5,4835335,-
76441at7215,LOC6497592,NC_057930.1,24661870,+,LOC6731975,NC_052520.2,11256066,+,LOC6527264,NC_052527.2,7840259,+,LOC108021273,NW_023496800.1,3979527,-,LOC108161866,NC_046677.1,21736030,-,LOC117137928,NC_046667.1,11108216,+,LOC6612148,NC_045949.1,11116432,+,LOC120458156,NC_053016.2,7851725,+,salr,NT_033779.5,11358873,+
76640at7215,LOC6503785,NC_057930.1,10947584,-,LOC6730523,NC_052520.2,1085192,-,LOC6526376,NC_052527.2,1081684,-,LOC108021170,NW_023496800.1,17987414,+,LOC108162781,NC_046677.1,29268703,-,LOC117135245,NC_046667.1,1042162,-,LOC6617328,NC_045949.1,1064358,-,LOC120444144,NC_053016.2,1056275,-,S,NT_033779.5,1049674,-
7669at7215,LOC6498583,NC_057930.1,14410159,-,LOC6731807,NC_052520.2,10293994,+,LOC6528036,NC_052527.2,13194993,+,LOC108009083,NW_023496800.1,5184100,-,LOC108161332,NC_046677.1,19323767,+,LOC117150573,NC_046667.1,10161044,+,LOC6611985,NC_045949.1,10176991,+,LOC120449048,NC_053016.2,13236695,+,mRpS7,NT_033779.5,10386662,+
76819at7215,LOC6498618,NC_057930.1,14144400,-,LOC6731859,NC_052520.2,10550174,+,LOC6527160,NC_052527.2,7137052,+,LOC108018224,NW_023496800.1,4876875,-,LOC108163284,NC_046677.1,18416707,+,LOC117150718,NC_046667.1,10424560,+,LOC6612036,NC_045949.1,10432008,+,LOC120443890,NC_053016.2,7149040,+,dbf,NT_033779.5,10651613,+
76971at7215,LOC6497218,NC_057930.1,19058308,+,LOC6731078,NC_052520.2,5433247,+,LOC6528152,NC_052527.2,13859620,-,LOC108005147,NW_023496800.1,22459040,+,LOC108163883,NC_046677.1,15000968,+,LOC117148251,NC_046667.1,5361603,+,LOC6613482,NC_045949.1,5367219,+,LOC120458466,NC_053016.2,13915838,-,mid,NT_033779.5,5461639,+
