Ortholog Group ID,Drosophila ananassae,Drosophila simulans,Drosophila yakuba,Drosophila suzukii,Drosophila miranda,Drosophila mauritiana,Drosophila sechellia,Drosophila santomea,Drosophila melanogaster
73834at7215,Dana\GF10132,Dsim\GD12947;smg,Dyak\smg;smg,LOC108013055,LOC108152335,LOC117141542,smg,120450470,smg
73836at7215,LOC6503023,Dsim\GD16210,Dyak\GE16481,LOC108021783,LOC108164678,LOC117146690,LOC6612310,120455038,Ca-alpha1T
73841at7215,Dana\GF23633,Dsim\GD14760,Dyak\GE19964,LOC108015526,LOC108152598,LOC117141736,Dsec\GM14983,120448188,MYPT-75D
73848at7215,Dana\GF24689,Dsim\GD14390,Dyak\GE21913,LOC108007272,LOC108153235,LOC117140190,Dsec\GM25358,120449026,caup
73851at7215,Dana\GF23985,Dsim\GD28661,Dyak\GE21501,LOC108011407,LOC108150904,LOC117139383,LOC6610898,120447945,Blimp-1
73860at7215,Dana\GF25271,Dsim\GD17635,Dyak\GE21821,LOC108017058,LOC108165334,LOC117141256,Dsec\GM25280,120449407,Dmel\CG7512
73871at7215,Dana\GF17584,Dsim\GD18888,Dyak\GE26251,LOC108018776,LOC108154427,LOC117144173,LOC6606566,120451980,Dmel\CG14380
73888at7215,Dana\GF21417,Dsim\GD16699,Dyak\GE16355,LOC108016682,LOC108164782,LOC117147993,Dsec\GM12356,120457006,pon
73902at7215,Dana\GF22552,Dsim\GD17352,Dyak\GE15584,LOC108016652,LOC108164846,LOC117148232,Dsec\GM13306,120456936,BEST:LD29336
73929at7215,Dana\GF11220,Dsim\GD10198,Dyak\GE23388,LOC108019643,LOC108158226,LOC117136301,Dsec\GM20731,120458844,Dmel\CG11191
73932at7215,Dana\GF22007,Dsim\GD24632,Dyak\GE16517,LOC108016768,LOC108153132,LOC117147896,Dsec\GM18959,120456583,a6
73975at7215,Dana\GF16853,Dsim\GD19187,Dyak\GE25499,LOC108011395,LOC108157036,LOC117144212,Dsec\GM15263,120452730,pasi1
73986at7215,Dana\GF22150,Dsim\GD15472,Dyak\GE15253,LOC108005660,LOC108164928,LOC117148917,Dsec\GM13287,120455137,Dmel\CG17163
73987at7215,Dana\GF22009,Dsim\GD24633,Dyak\GE16519,LOC108016930,LOC108150977,LOC117147898,Dsec\GM18961,120456587,EG:171E4.4
73989at7215,Dana\GF20725,Dsim\GD18302,Dyak\GE10810,LOC108017595,LOC108154845,LOC117145040,Dsec\GM23495,120454149,Nab2
74003at7215,Dana\GF14706,Dsim\GD29434,120321032,LOC108017922,LOC108161923,LOC117135194,Dsec\GM17330,120446708,brat
74023at7215,Dana\GF12931,Dsim\GD25801;Dsim\GD28029,Dyak\GE12507,LOC108018180,LOC108159138,LOC117136032,Dsec\GM20323,120444877,NEST:bs16h04;Sans
74025at7215,Dana\GF18257,Dsim\GD20678,Dyak\GE24639,LOC108017507,LOC108157003,LOC117145810,Dsec\GM26118,120452995,ZnT86D
74031at7215,Dana\GF10465,Dsim\GD13201,Dyak\GE20563,LOC108012527,LOC108151480,LOC117139625,Dsec\GM13921,120449751,Pfdn4
74035at7215,Dana\GF14453,Dsim\GD23423,Dyak\GE14032,LOC108019707,LOC108163274,LOC117150515,Dsec\GM16194,120451791,Tango1
74048at7215,Dana\GF19442,Dsim\GD17037,Dyak\GE15657,LOC108005440,LOC108154407,LOC117146999,Dsec\GM13098,120456004,Met
74070at7215,LOC6506519,Dsim\GD13288,Dyak\GE20643,LOC108010759,LOC108153275,LOC117140449,LOC6610729,120449904,mas
74087at7215,Dana\GF16668,Dsim\GD29048,Dyak\GE24855,LOC108006115,LOC108155803,LOC117144507,LOC6607278,120452398,Poxm
74122at7215,Dana\GF16816,Dsim\GD19686,Dyak\GE25360,LOC108011624,LOC108155959,LOC117145958,Dsec\GM10710,120452329,CG9776
74128at7215,Dana\GF16617,Dsim\GD20637,Dyak\GE10087,LOC108014731,LOC108155572,LOC117142403,Dsec\GM26073,120452021,l(3)neo38
74145at7215,Dana\GF16156,Dsim\GD19075,Dyak\GE24370,LOC108014802,LOC108157127,LOC117142328,Dsec\GM24286,120452295,Sb
7414at7215,Dana\GF10147,Dsim\GD12963,Dyak\GE21283,LOC108013054,LOC108152290,LOC117138997,Dsec\GM24916,120450311,Acbp5
74162at7215,Dana\GF15830,Dsim\GD23740,Dyak\GE18494,LOC108021059,LOC108163213,LOC117146010,Dsec\GM18758,120455051,Stam
74198at7215,Dana\GF22370,Dsim\GD16904,Dyak\GE15786,LOC108004584,LOC108150948,cp36,Dsec\GM21626,120457026,Cp36;Cp36-RA
74204at7215,LOC116655747,Dsim\GD12054,Dyak\GE19490,LOC108007664,LOC108152762,LOC117141700,LOC6616594,120450616,jim
74205at7215,Dana\GF24080,Dsim\GD14555,Dyak\GE28901,LOC108011371,LOC108150870,LOC117139099,Dsec\GM25540,120447471,dop
74208at7215,Dana\GF19203,Dsim\GD24697,Dyak\GE17838,LOC108015214,LOC108158878,LOC117147086,Dsec\GM11414,120455532,ATPsyndelta
74230at7215,Dana\GF21861,Dsim\r-cup,Dyak\GE15324,LOC108015391,LOC108164827,LOC117146596,Dsec\GM22647,120455667,r-cup
74264at7215,Dana\GF27732,Dsim\GD21016,Dyak\GE10371,LOC108007783,LOC108154037,LOC117145500,LOC6607575,120454208,Ir94e
74274at7215,Dana\GF18708,Dsim\GD18076,Dyak\GE10560,LOC108014336,LOC108153973,LOC117145101,Dsec\GM10104,120454229,Dmel\CG13972
74289at7215,Dana\GF23361,Dsim\GD21451,Dyak\GE23869,LOC108014308,LOC108157650,LOC117142487,Dsec\GM12805,120450888,dmrt99B
74329at7215,Dana\GF17804,Dsim\GD19534,Dyak\GE25840,LOC108015980,LOC108155596,LOC117145722,Dsec\GM10537,120454458,agt
74331at7215,Dana\GF14230,Dsim\GD22195,Dyak\GE13021,LOC108018342,LOC108161626,LOC117140588,Dsec\GM11158,120458424,Reps
74342at7215,Dana\GF16125,Dsim\GD21287,Dyak\GE23674,LOC108010907,LOC108154561,LOC117143820,LOC6617053,120452822,Dmel\CG14238
7435at7215,Dana\GF17861,Dsim\GD20248,Dyak\GE26104,LOC108020793,LOC108157283,LOC117144267,Dsec\GM15382,120451912,Dmel\CG4053
74369at7215,Dana\GF22369,Dsim\GD16903,Dyak\GE15785,LOC108004583,LOC108151210,LOC117148866,Dsec\GM21616,120456781,Cp7Fc
74376at7215,Dana\GF22567,Dsim\GD28768,Dyak\GE17800,LOC108015172,LOC108158996,LOC117148113,LOC6617470,120455221,Gga
74383at7215,Dana\GF25038,Dsim\GD13528,Dyak\GE21016,LOC108012420,LOC108153276,LOC117140850,Dsec\GM14272,120449644,Kah
74401at7215,Dana\GF17795,Dsim\GD19522,Dyak\GE25830,LOC108014246,LOC108154235,LOC117145467,Dsec\GM10527,120452672,zen
7440at7215,Dana\GF17262,Dsim\GD19995,Dyak\AP-2sigma,LOC108014429,LOC108156089,LOC117142602,Dsec\GM15088,120450974,AP-2sigma
74423at7215,Dana\GF17050,CG10035,Dyak\GE24526,LOC108018406,LOC108157248,LOC117145135,LOC6606684,120451406,clone 20
74450at7215,Dana\GF21360,Dsim\GD28987,Dyak\GE16468,LOC108015235,LOC108152908,LOC117148134,Dsec\GM12578,120456708,CG12219;Dmel\CG12219
74481at7215,Dana\GF16589,Dsim\GD16524,Dyak\GE23327,LOC108010861,LOC108154629,LOC117144047,Dsec\GM12097,120452258,ATPsynC
74489at7215,LOC6493002,Dsim\GD13746,Dyak\GE21346,LOC108007081,LOC108150815,LOC117141433,Dsec\GM14554,120447629,CG14960;Dmel\CG14960
7450at7215,Dana\GF24015,Dsim\GD12715,Dyak\GE20117,LOC108011746,LOC108153611,LOC117139820,LOC6605448,120448302,Dmel\CG10657
74555at7215,Dana\GF18638,Dsim\GD19574,Dyak\GE24130,LOC108014348,LOC108157117,LOC117144739,LOC6614047,120450960,side-III
74561at7215,Dana\GF22512,Dsim\GD15646,Dyak\GE15537,LOC108010413,LOC108160799,LOC117148021,Dsec\GM22822,120456601,Dmel\CG6123
74588at7215,Dana\GF13340,Dsim\GD11896,Dyak\GE14442,LOC108009730,LOC108159160,LOC117138062,Dsec\GM11898,120444764,Dmel\CG3594;Eap
74589at7215,Dana\GF12600,Dsim\GD10174,Dyak\GE23172,LOC108019674,LOC108160995,LOC117138091,Dsec\GM20704,120458698,Dmel\CG30376
74623at7215,Dana\GF11880,Dsim\GD19066,Dyak\GE24358,LOC108014544,LOC108154802,LOC117142491,Dsec\GM24276,120454628,GATAe
74635at7215,Dana\GF25112,Dsim\GD12704,Dyak\GE20102,LOC108007280,LOC108151912,LOC117141422,Dsec\GM24635,120448268,SmD1
74691at7215,Dana\GF15037,Dsim\GD23257,Dyak\GE18261,LOC108021163,LOC108162705,LOC117150989,Dsec\GM18440,120445135,Reph
74711at7215,Dana\GF16143,Dsim\GD18444,Dyak\GE24022,LOC108016069,LOC108157188,LOC117143146,Dsec\GM23634,120451599,btn
74757at7215,Dana\GF16379,Osi7,Dyak\GE10190,118877992,LOC108154581,Osi7,LOC6614079,120452797,Osi7
74766at7215,Dana\GF16712,Dsim\GD20984,Dyak\GE10333;Dyak\GE28534,LOC108005960,LOC108155433,LOC117144547,Dsec\GM26468,120451464,Dmel\CG7029
74785at7215,Dana\GF16196,Dsim\GD17257,Dyak\Mlc2,LOC108016479,LOC108157427,LOC117143422,LOC6612828,120452111,Mlc2
74797at7215,Dana\GF18292,Dsim\GD18432,Dyak\GE24010,LOC108005978,LOC108156448,LOC117144946,Dsec\GM23622,120453546,Dmel\CG4813
74800at7215,Dana\GF22449,Dsim\EG:100G10.2,Dyak\GE16275,LOC108019168,LOC108159214,LOC117148514,Dsec\GM19242,120456954,CG2681;Dmel\CG2681;EG:100G10.2
74805at7215,LOC6504499,Dsim\GD15704,Dyak\GE15623,LOC108005131,LOC108165203,LOC117147612,LOC6618027,120456923,Cg8945
7480at7215,Dana\GF25061,Dsim\GD13835,Dyak\GE21437,LOC108020054,LOC108152359,LOC117139501,Dsec\GM14649,120447556,Hexo1
74836at7215,Dana\GF20911,Dsim\GD16422,120320839,LOC108016572,LOC108152847,LOC117146420,LOC6615986,120455912,Lrpprc2
74864at7215,Dana\GF20972,Dsim\GD27477,Dyak\nullo,LOC108016993,LOC108164809,LOC117147982,Dsec\nullo,120455624,nullo
74869at7215,Dana\GF14329,Dsim\GD24320,dtr,LOC108021683,LOC108163066,LOC117150522,LOC6618274,120457797,dtr
74886at7215,Dana\GF18825,Dsim\GD21506,Dyak\GE10862,LOC108016447,LOC108154057,LOC117143419,Dsec\GM12866,120452578,CG15530;Dmel\CG15530
74893at7215,Dana\GF14957,Dsim\GD23448,Dyak\GE14328,LOC108020938,LOC108161421,LOC117150313,Dsec\GM16278,120449908,Caper
74900at7215,Dana\GF24619,Dsim\GD14504,Dyak\GE22030,LOC108012277,LOC108152384,LOC117141876,LOC6605700,120450526,Helz
74907at7215,Dana\GF23530,Dsim\GD13944,Dyak\GE21548,LOC108012810,LOC108165572,LOC117140392,Dsec\GM14767,120449270,Prdm13
74910at7215,Dana\GF25017,Dsim\GD13385,Dyak\GE21701,LOC108012321,LOC108151704,LOC117140973,Dsec\GM14115,120450606,msn
7492at7215,Dana\GF12732,Dsim\GD25238,Dyak\GE13756,LOC108008901,LOC108158368,LOC117136480,Dsec\GM15763,120446797,Dmel\CG3216
74951at7215,Dana\GF16743,Dsim\GD20671,Dyak\GE26082,LOC108006206,LOC108154224,LOC117143220,Dsec\GM23929,120452225,CG14701
74956at7215,Dana\GF15122,Dsim\GD22176,Dyak\GE12872,LOC108019008,LOC108163420,LOC117138135,Dsec\GM11080,120450768,salm
74957at7215,LOC6503191,Dsim\GD29385,Dyak\GE17381,LOC108015427,LOC108156911,LOC117147704,LOC6615003,120455082,CG14201;CG14202;CG14203
74984at7215,Dana\GF24477,Dsim\GD12206,Dyak\GE22424,LOC108006216,LOC108152043,LOC117141938,Dsec\GM22237,120450537,CG17233;CG6918;Dmel\CG17233
75026at7215,Dana\GF24438,Dsim\GD22510,Dyak\GE18374,LOC108021403,LOC108163514,LOC117141361,Dsec\GM13621,120454058,CG4496;Dmel\CG4496
75033at7215,Dana\GF14762,Dsim\GD23765,Dyak\GE18516,LOC108021152,LOC108161631,LOC117139643,Dsec\GM18929,120452201,CG4751
75041at7215,Dana\GF19179,Dsim\GD16917,Dyak\GE15806,LOC108014975,LOC108164838,LOC117147261,Dsec\GM13702,120455562,CG12075;Dmel\CG12075
7504at7215,Dana\GF17263,Dsim\GD19996,Dyak\Rab1,LOC108014428,LOC108156088,LOC117142601,Dsec\GM15089,120450973,Rab1
75083at7215,Dana\GF28116,Dsim\GD16461,Dyak\GE16570,LOC108020179,LOC108161692,LOC117147271,Dsec\GM19024,120456771,Dmel\CG13361
75094at7215,Dana\GF21014,Dsim\GD24714,Dyak\GE16685,LOC108016574,LOC108152075,LOC117146616,Dsec\GM19133,120456756,anon-WO0153538.75;CG11446;CG14771
75109at7215,Dana\GF21962,6731644,Dyak\GE10489,LOC108018708,LOC108161785,LOC117144011,Dsec\GM12430,120458340,Dmel\CG46468;jp
75110at7215,Dana\GF11892,Dsim\GD11670,Dyak\GE14184,LOC108010210,LOC108159856,LOC117135964,LOC6615528,120444600,rad50
75140at7215,Dana\GF16491,Dsim\GD19391,Dyak\GE25703,LOC108017194,LOC108155451,LOC117142731,Dsec\GM15058,120452901,Rlip
75165at7215,Dana\GF14468,Dsim\GD22529,Dyak\GE18391,LOC108011716,LOC108162991,LOC117150240,Dsec\GM13731,120458331,Fgop2
75191at7215,Dana\GF11867,Dsim\GD25616,Dyak\GE14152,LOC108018202,LOC108160464,LOC117136632,Dsec\GM20138,120445699,Dmel\CG8180
7520at7215,Dana\GF23176,Dsim\GD20304,Dyak\GE26331,LOC108006649,LOC108156852,LOC117142738,LOC6606151,120452352,CT19169
7523at7215,Dana\GF17713,Dsim\GD19620,Dyak\GE25285,LOC108011232,LOC108154294,LOC117145108,Dsec\GM10638,120453858,CG2663;Dmel\CG2663
75247at7215,Dana\GF10569,Dsim\GD13533,Dyak\GE21063,LOC108012926,LOC108151528,LOC117141769,Dsec\GM14295,120450365,Prp4k
75265at7215,Dana\GF18655,Dsim\GD19591,Dyak\GE24148,LOC108005733,LOC108154740,LOC117145435,LOC6614008,120451998,Xe7
75284at7215,Dana\GF15008,Dsim\GD22001,Dyak\GE24951,LOC108010110,LOC108162438,LOC117145041,Dsec\GM14773,120458921,BG:DS04641.8;Dmel\CG4218
75285at7215,Dana\GF25317,Dsim\GD14863,Dyak\GE19653,LOC108011457,LOC108152045,LOC117141941,Dsec\GM22265,120450541,Clc
75294at7215,Dana\GF14870,Dsim\GD22726,Dyak\GE14791,LOC108004969,LOC108162703,LOC117150983,Dsec\GM18118,120445126,cg3407
75303at7215,Dana\GF24656,Dsim\GD12914,Dyak\GE21230,LOC108012476,LOC108151848,LOC117142075,Dsec\GM24862,120449081,CT11439
75306at7215,Dana\GF20705,Dsim\GD18284,Dyak\GE10789,LOC108011470,LOC108156301,LOC117144693,Dsec\GM23476,120453136,anon-WO0118547.376
75310at7215,Dana\GF19206,Dsim\GD16942,Dyak\GE17781,LOC108015095,LOC108165520,LOC117147511,Dsec\GM22382,120456480,Dmel\CG15370
75315at7215,Dana\GF18928,Dsim\GD19768,Dyak\GE25454,LOC108006951,LOC108155259,LOC117143285,Dsec\GM10794,120451960,Vps37B
7532at7215,Dana\GF21238,Dsim\GD17210,Dyak\GE17184,LOC108005158,LOC108162813,LOC117147773,Dsec\GM19564,120456468,Ahcy
75349at7215,Dana\GF17626,Dsim\GD19321,Dyak\GE25633,LOC108015569,LOC108155890,LOC117145512,Dsec\GM26872,120454515,dPR72;PR72
75397at7215,Dana\GF21211,Dsim\GD23287,Dyak\GE18290,LOC108021345,LOC108162415,LOC117142789,Dsec\GM18473,120458782,Dmel\CG15432
75409at7215,Dana\GF19058,Dsim\GD24863,Dyak\GE17760,LOC108011220,LOC108156992,LOC117148214,LOC6614927,120457099,CG15037;CG7307;CG7317
75413at7215,Dana\GF19532,Dsim\GD16293,Dyak\GE16852,LOC108016970,LOC108164598,LOC117147462,Dsec\GM12686,120455053,Usf
75420at7215,Dana\GF10452,Dsim\GD13183,Dyak\GE20544,118877399,LOC108150915,LOC117140184,Dsec\GM13906,120449848,Eaf6
75441at7215,Dana\GF14760,Dsim\GD23505,Dyak\GE18735,LOC108011977,LOC108162573,LOC117151030,Dsec\GM16754,120443763,GalT4
75446at7215,Dana\GF10489,27206218,Dyak\GE22175,LOC108006879,LOC108151858,LOC117141850,LOC6606044,120450345,Dmel\CG6652
75481at7215,Dana\GF15140,Dsim\GD12004,Dyak\GE18201,LOC108021471,LOC108161987,LOC117135311,Dsec\GM18386,120458160,CG17264;Dmel\CG17264
75492at7215,Dana\GF15835,Dsim\GD23743,Dyak\GE18498,LOC108007412,LOC108156742,LOC117148638,Dsec\GM18769,120443854,YL-1
75507at7215,Dana\GF16694,Dsim\GD18436,Dyak\GE24012,LOC108005951,LOC108156198,LOC117142788,LOC6607483,120450819,wge
75528at7215,Dana\GF18772,Dsim\GD18268,Dyak\GE10772,LOC108011489,LOC108154767,LOC117144409,LOC6607806,120454403,UKL
75542at7215,Dana\GF16501,Dsim\GD20196,Dyak\GE25229,LOC108018634,LOC108155837,LOC117142877,Dsec\GM15318,120451281,CG7183;Dmel\CG7183
75543at7215,Dana\GF23639,Dsim\GD14767,Dyak\GE19972,LOC108015806,LOC108152647,LOC117140827,Dsec\GM14990,120449463,MED11
7557at7215,Dana\GF14990,Dsim\GD23193,Dyak\GE18191,LOC108006302,LOC108162860,LOC117144864,Dsec\GM18378,120452820,betaggt-II
75581at7215,Dana\GF15060,Dsim\GD24142,Dyak\GE13193,LOC108021308,LOC108163359,LOC117144506,Dsec\GM17280,120445732,CG15160;Dmel\CG15160
75594at7215,Dana\GF10512,6738362,Dyak\GE22200,LOC108005638,LOC108152128,LOC117141490,Dsec\GM24379,120447562,Abl
75601at7215,Dana\GF10267,Dsim\GD13328,Dyak\GE20685,LOC108007069,LOC108152649,LOC117139394,LOC6610637,120448075,eIF5B
75614at7215,Dana\GF22863,Dsim\GD22974,Dyak\GE16316,LOC108016729,LOC108162273,LOC117142054,LOC6617224,120454182,Dmel\CG17075
75618at7215,Dana\GF15382,Dsim\GD24004,Dyak\GE20968,LOC108008962,LOC108163968,LOC117150203,LOC6611357,120458596,esg;esg-RA
75620at7215,LOC6498395,Dsim\GD23369,Dyak\GE25723,LOC108013993,LOC108161243,LOC117150157,Dsec\GM18579,120455581,dsf
75641at7215,Dana\GF11374,Dsim\GD15465,Dyak\GE14381,LOC108009935,LOC108158897,LOC117135946,Dsec\GM18309,120444423,CG3257;Dmel\CG3257
75661at7215,Dana\Om(2D);Om(2D),Dsim\GD12258,Dyak\GE22476,LOC108011060,LOC108153600,LOC117141471,LOC6619385,120449872,tey
75683at7215,Dana\GF27085,Dsim\GD24179,Dyak\GE28728,LOC108013718,LOC108162078,LOC117135227,LOC6621705,120444580,CG10492;TU37B1
75688at7215,Dana\GF17461,Dsim\GD18682,Dyak\GE26024,LOC108020545,LOC108155744,LOC117145928,LOC6606966,120454750,Nuak
756at7215,Dana\GF10466,Dsim\GD13202,Dyak\Uev1A,LOC108013352,LOC108151479,LOC117139624,Dsec\GM13922,120448294,Uev1A
75717at7215,Dana\GF14645,Dsim\GD21795,Dyak\GE12690,LOC108018477,LOC108163001,LOC117135261,LOC6614611,120446421,Nak
75721at7215,LOC6507721,Dsim\GD13867,Dyak\GE21471,LOC108014454,LOC108150773,LOC117141523,Dsec\GM14684,120449132,CG13705-PA
75726at7215,Dana\GF23311,Dsim\GD16829,Dyak\GE23359,LOC108012158,LOC108156242,LOC117142669,Dsec\GM12129,120451280,wts
75771at7215,Dana\GF24365,Dsim\GD14139,Dyak\GE20790,LOC108012582,LOC108151803,LOC117141140,Dsec\GM25104,120449927,mRpL12
75785at7215,Dana\GF10311,Dsim\GD12502,Dyak\GE22578,LOC108019375,LOC108151284,LOC117141613,Dsec\GM24435,120450153,Dmel\CG13054
75814at7215,Dana\GF16162,Dsim\GD27139,Dyak\GE24227,LOC108018583,LOC108156081,LOC117143340,Dsec\GM24157,120451541,IFT54
75820at7215,Dana\GF16301,Dsim\GD21350,Dyak\GE23757,LOC108013870,LOC108155275,LOC117143972,LOC6618708,120453360,CG12877;Dmel\CG12877
75840at7215,Dana\GF21937,Dsim\GD28124,Dyak\GE16616,LOC108016653,LOC108151009,LOC117148664,Dsec\GM19069,120456291,EG:171D11.5
75874at7215,LOC6506789,Dsim\GD28808,Dyak\GE19522,LOC108014679,LOC108152196,LOC117140297,Dsec\GM25588,120447800,Taf4
75895at7215,Dana\GF15272,Dsim\GD23514,Dyak\GE18744,LOC108005715,LOC108162792,LOC117150560,Dsec\GM16854,120445774,Ssb-c31a
75896at7215,Dana\GF21283,Dsim\GD16249,Dyak\GE16803,LOC108015292,LOC108164866,LOC117148930,LOC6612387,120456092,OtopLc
75929at7215,Dana\GF14843,Dsim\GD21831,Dyak\GE12729,LOC108021468,LOC108163539,LOC117137087,Dsec\GM17086,120446041,CG10283;Dmel\CG10283
75958at7215,Dana\GF16390,Dsim\GD19860,Dyak\GE10205,LOC108007597,LOC108157723,LOC117144699,Dsec\GM10881,120452095,Osi17
76023at7215,Dana\GF22628,Dsim\GD15694,Dyak\GE15617,LOC108005399,LOC108161350,LOC117146528,Dsec\GM13334,120455148,xmas
76027at7215,Dana\GF14248,Dsim\ref(2)P,Dyak\ref(2)P,LOC108021128,LOC108162567,LOC117151034,Dsec\GM17364,120445322,ref(2)P
76034at7215,LOC6499922,Dsim\GD20735,Dyak\GE24705,LOC108013881,LOC108156631,LOC117143099,Dsec\GM26187,120451668,Fmr1
76053at7215,Dana\GF18480,Dsim\GD18627,Dyak\GE25964,LOC108014041,LOC108157030,LOC117144312,Dsec\GM23818,120450779,Son
76059at7215,Dana\GF15552,Dsim\GD23574,Dyak\GE18805,LOC108019106,LOC108163827,LOC117135642,LOC6611757,120443713,CG15867;CG34398;CG9487;Dmel\CG34398
76074at7215,Dana\GF14877,Dsim\GD22948,Dyak\GE15996,LOC108021293,LOC108162766,LOC117150391,Dsec\GM16653,120458041,Ptth
76088at7215,Dana\GF17924,Ubx,Dyak\GE28520,LOC108015659,LOC108156466,LOC117144469,LOC6616838,120451204,Ubx
76091at7215,Dana\GF10703,Dsim\GD12108,Dyak\GE22318,LOC108006904,LOC108152107,LOC117142048,LOC6616468,120450489,Wnk
7609at7215,Dana\GF10115,Dsim\GD14632,Dyak\GE23088,LOC108018839,LOC108153244,LOC117139672,Dsec\GM25628,120447889,Tcs3
7612at7215,Dana\GF24351,Dsim\GD21901,Dyak\GE13169,LOC108014664,LOC108164029,LOC117135204,Dsec\GM17163,120445763,CG17996;Dmel\CG17996
76142at7215,Dana\GF25137,Dsim\GD17632,Dyak\GE20844,LOC108013087,LOC108151244,LOC117141570,Dsec\GM25152,120450220,CG18632;CG3628
76158at7215,Dana\GF22711,Dsim\GD23590,Dyak\GE18828,LOC108005726,LOC108163074,LOC117147378,Dsec\GM17413,120458093,Dmel\CG13108
76166at7215,Dana\GF14165,Dsim\GD23411,Dyak\GE13890,LOC108019105,LOC108163295,LOC117150857,Dsec\GM18631,120444003,Daxx
76169at7215,LOC6503607,Dsim\GD16795,Dyak\GE16744,LOC108014982,LOC108162127,LOC117147023,LOC6612281,120455202,Dmel\CG15894
761at7215,Dana\GF18665,Dsim\GD18557,Dyak\GE25890,LOC108007966,LOC108155867,LOC117145583,Dsec\GM23746,120450924,Dmel\CG11753
76251at7215,Dana\GF16746,Dsim\GD19189,Dyak\GE25500,LOC108019482,LOC108154208,LOC117142860,Dsec\GM15266,120453848,tinc
76302at7215,Dana\GF14241,Dsim\GD24214,Dyak\GE13261,LOC108021038,LOC108163055,LOC117136383,Dsec\GM17355,120445183,swm
76308at7215,Dana\GF24636,Dsim\GD12088,Dyak\GE22296;Dyak\GE22981,LOC108015880,LOC108150967,LOC117141153,Dsec\GM22111,120448562,Dmel\CG14565
76324at7215,Dana\GF21049,Dsim\GD15814,Dyak\GE16061,LOC108005247,LOC108151676,LOC117147557,Dsec\GM16841,120456624,Dmel\CG9101
76350at7215,LOC6498747,Dsim\GD17436,Dyak\GE15835,LOC108015041,LOC108164650,LOC117147583,Dsec\GM22952,120455791,Dmel\CG7884
76355at7215,Dana\GF13888,Dsim\GD23175,Dyak\GE18175,LOC108016573,LOC108161722,LOC117136011,Dsec\GM18359,120445938,Hrs;Hrs-RB
76379at7215,Dana\GF14415,Dsim\GD22687,Dyak\GE14670,LOC108021400,LOC108163698,LOC117150279,Dsec\GM18069,120453787,tank
76389at7215,Dana\GF17350,Dsim\GD15089,Dyak\GE25105,LOC108015967,LOC108154803,LOC117145516,Dsec\GM26886,120454518,Surf6
76394at7215,Dana\GF17508,Dsim\GD18958,Dyak\GE24232,LOC108017498,LOC108155044,LOC117145973,Dsec\GM24162,120452203,ATPsynE
76419at7215,Dana\GF16506,Dsim\GD18145,Dyak\GE10639,LOC108014050,LOC108157563,LOC117142793,Dsec\GM10194,120453558,dysf
76441at7215,Dana\GF14772,Dsim\GD23776,Dyak\GE18524,LOC108021273,LOC108161866,LOC117137928,Dsec\GM19017,120458156,salr
76465at7215,Dana\GF25020,Dsim\GD13794,Dyak\GE21392,LOC108011863,LOC108153257,LOC117139908,Dsec\GM14603,120448643,scrt
7646at7215,Dana\GF24426,Dsim\GD13588,Dyak\GE21115,LOC108012890,LOC108153535,LOC117141249,Dsec\GM14371,120448421,CG12038;Dmel\CG12038
76485at7215,Dana\GF23761,Dsim\GD14592,Dyak\GE22289,LOC108014022,LOC108151245,LOC117141957,LOC6605863,120450241,Mbs
76490at7215,Dana\GF10827,Dsim\GD12351,Dyak\GE22087,LOC108019418,LOC108151591,LOC117141464,Dsec\GM14949,120448885,Dmel\CG13699
7650at7215,Dana\GF18283,Dsim\GD18421,Dyak\GE24002,LOC108005963,LOC108155436,LOC117144550,Dsec\GM23611,120451461,Nepl15
76516at7215,Dana\GF23902,Dsim\GD12396,Dyak\GE22136,LOC108004810,LOC108152325,LOC117139234,Dsec\GM24323,120450527,CycT
7652at7215,Dana\GF23001,Dsim\GD20555,Dyak\GE24501,LOC108008064,LOC108154863,LOC117146005,Dsec\GM25995,120451148,Vha55
76544at7215,Dana\GF10447,Dsim\GD13176,Dyak\GE20539,LOC108011410,LOC108152117,LOC117140930,Dsec\GM13899,120450039,vito
7654at7215,Dana\GF15987,Dsim\GD15855,Dyak\GE16118,LOC108006563,LOC108155312,LOC117146791,Dsec\GM17561,120456006,mRNA-cap
76558at7215,Dana\GF23559,Dsim\GD12117,6534644,LOC108012625,LOC108153513,LOC117141407,Dsec\GM22139,120449885,croc
7655at7215,Dana\GF24453,Dsim\GD13608,Dyak\GE21143,LOC108013386,LOC108151200,LOC117140189,Dsec\GM14399,120448871,Herc4
76615at7215,Dana\GF10309,Dsim\GD12500,Dyak\GE22575,LOC108019376,LOC108151314,LOC117140054,Dsec\GM24433,120449691,Dmel\CG34247
76620at7215,Dana\GF18445,Dsim\GD20945,Dyak\GE10296,LOC108020519,LOC108154299,LOC117145118,Dsec\GM26428,120451891,Dmel\CG13856
76628at7215,Dana\GF24288,Dsim\GD14916,Dyak\GE19715,LOC108012536,LOC108151954,LOC117139814,Dsec\GM22328,120450594,Dmel\CG13255
76640at7215,Dana\GF21096,Dsim\GD22931,Dyak\GE15810,LOC108021170,LOC108162781,LOC117135245,LOC6617328,120444144,S
76647at7215,Dana\GF22185,Dsim\GD16519,Dyak\GE16629,LOC108016633,LOC108164722,LOC117148109,Dsec\GM19081,120456743,Dmel\CG13367;EG:115C2.8
