Ortholog Group ID,Drosophila ananassae,Drosophila simulans,Drosophila yakuba,Drosophila suzukii,Drosophila miranda,Drosophila mauritiana,Drosophila sechellia,Drosophila santomea,Drosophila melanogaster
74376at7215,LOC6505224,LOC27208613,LOC6525932,LOC108015172,LOC108158996,LOC117148113,LOC6617470,LOC120455221,Gga
74383at7215,LOC6507664,LOC6736220,LOC6532244,LOC108012420,LOC108153276,LOC117140850,LOC6610193,LOC120449644,Kah
74401at7215,LOC6500578,LOC6727006,LOC6536134,LOC108014246,LOC108154235,LOC117145467,LOC6614155,LOC120452672,zen
7440at7215,LOC6500047,LOC6727214,LOC6535916,LOC108014429,LOC108156089,LOC117142602,LOC6620028,LOC120450974,AP-2sigma
74423at7215,LOC6499839,CG10035,LOC6536803,LOC108018406,LOC108157248,LOC117145135,LOC6606684,LOC120451406,clone 20
74450at7215,LOC6504044,LOC27208830,LOC6524019,LOC108015235,LOC108152908,LOC117148134,LOC6612283,LOC120456708,Dmel\CG12219
74481at7215,LOC6499385,LOC6730316,LOC6538981,LOC108010861,LOC108154629,LOC117144047,LOC6612959,LOC120452258,ATPsynC
74489at7215,LOC6493002,LOC6736616,LOC6532798,LOC108007081,LOC108150815,LOC117141433,LOC6610610,LOC120447629,Dmel\CG14960
7450at7215,LOC6506651,LOC6737830,LOC6533892,LOC108011746,LOC108153611,LOC117139820,LOC6605448,LOC120448302,Dmel\CG10657
74555at7215,LOC6501409,LOC6726902,LOC6537549,LOC108014348,LOC108157117,LOC117144739,LOC6614047,LOC120450960,side-III
74561at7215,LOC6505173,LOC6726334,LOC6525774,LOC108010413,LOC108160799,LOC117148021,LOC6614849,LOC120456601,Dmel\CG6123
74588at7215,LOC6496182,LOC6736130,LOC6532115,LOC108009730,LOC108159160,LOC117138062,LOC6618879,LOC120444764,Eap
74589at7215,LOC6495449,LOC6733523,LOC6528564,LOC108019674,LOC108160995,LOC117138091,LOC6608150,LOC120458698,Dmel\CG30376
74623at7215,LOC6494741,LOC6727881,LOC6537103,LOC108014544,LOC108154802,LOC117142491,LOC6606178,LOC120454628,GATAe
74635at7215,LOC6507738,LOC6737856,LOC6533915,LOC108007280,LOC108151912,LOC117141422,LOC6605479,LOC120448268,SmD1
74691at7215,LOC6497851,LOC6730919,LOC6526776,LOC108021163,LOC108162705,LOC117150989,LOC6613290,LOC120445135,Reph
74711at7215,LOC6498940,LOC27206436,LOC6537774,LOC108016069,LOC108157188,LOC117143146,LOC6607459,LOC120451599,btn
74757at7215,LOC6499175,Osi7,LOC6537578,118877992,LOC108154581,Osi7,LOC6614079,LOC120452797,Osi7
74766at7215,LOC6499506,LOC6729168,LOC6537812,LOC108005960,LOC108155433,LOC117144547,LOC6607503,LOC120451464,Dmel\CG7029
74785at7215,LOC6498993,LOC6730188,LOC6538847,LOC108016479,LOC108157427,LOC117143422,LOC6612828,LOC120452111,Mlc2
74797at7215,LOC6501068,LOC6729151,LOC6537798,LOC108005978,LOC108156448,LOC117144946,LOC6607485,LOC120453546,Dmel\CG4813
74800at7215,LOC6505110,Dsim\EG:100G10.2,LOC6524371,LOC108019168,LOC108159214,LOC117148514,LOC6616184,LOC120456954,EG:100G10.2
74805at7215,LOC6504499,LOC6726217,LOC6525618,LOC108005131,LOC108165203,LOC117147612,LOC6618027,LOC120456923,Cg8945
7480at7215,LOC6507687,LOC6736763,LOC6532950,LOC108020054,LOC108152359,LOC117139501,LOC6610763,LOC120447556,Hexo1
74836at7215,LOC6503602,LOC6724867,120320839,LOC108016572,LOC108152847,LOC117146420,LOC6615986,LOC120455912,Lrpprc2
74864at7215,LOC6503661,LOC27207326,LOC6525463,LOC108016993,LOC108164809,LOC117147982,LOC6618959,LOC120455624,nullo
74869at7215,LOC6497156,LOC6733074,LOC6529217,LOC108021683,LOC108163066,LOC117150522,LOC6618274,LOC120457797,dtr
74886at7215,LOC6501594,LOC6730190,LOC6538849,LOC108016447,LOC108154057,LOC117143419,LOC6612830,LOC120452578,Dmel\CG15530
74893at7215,LOC6497772,LOC6731311,LOC6526987,LOC108020938,LOC108161421,LOC117150313,LOC6611490,LOC120449908,Caper
74900at7215,LOC6507250,LOC6738073,LOC6534134,LOC108012277,LOC108152384,LOC117141876,LOC6605700,LOC120450526,Helz
74907at7215,LOC6506171,LOC6736992,LOC6533176,LOC108012810,LOC108165572,LOC117140392,LOC6610993,LOC120449270,Prdm13
74910at7215,LOC6507643,LOC6736501,LOC6533497,LOC108012321,LOC108151704,LOC117140973,LOC6610494,LOC120450606,msn
7492at7215,LOC6495579,LOC6735466,LOC6530720,LOC108008901,LOC108158368,LOC117136480,LOC6615279,LOC120446797,Dmel\CG3216
74951at7215,LOC6499537,LOC6728544,LOC6536616,LOC108006206,LOC108154224,LOC117143220,LOC6606852,LOC120452225,CG14701
74956at7215,LOC6497935,LOC6731976,LOC6527267,LOC108019008,LOC108163420,LOC117138135,LOC6612153,LOC120450768,salm
74957at7215,LOC6503191,LOC27209228,LOC6525182,LOC108015427,LOC108156911,LOC117147704,LOC6615003,LOC120455082,CG14203
74984at7215,LOC6507109,LOC6738814,LOC6534831,LOC108006216,LOC108152043,LOC117141938,LOC6616259,LOC120450537,Dmel\CG17233
75026at7215,LOC6507070,LOC6731323,LOC6526973,LOC108021403,LOC108163514,LOC117141361,LOC6611503,LOC120454058,Dmel\CG4496
75033at7215,LOC6497582,LOC6731953,LOC6527247,LOC108021152,LOC108161631,LOC117139643,LOC6612129,LOC120452201,CG4751
75041at7215,LOC6501941,LOC6725482,LOC6525268,LOC108014975,LOC108164838,LOC117147261,LOC6619734,LOC120455562,Dmel\CG12075
7504at7215,LOC6500048,LOC6727215,LOC6535915,LOC108014428,LOC108156088,LOC117142601,LOC6620029,LOC120450973,Rab1
75083at7215,LOC26515525,LOC6724805,LOC6523831,LOC108020179,LOC108161692,LOC117147271,LOC6615895,LOC120456771,Dmel\CG13361
75094at7215,LOC6503703,LOC6739907,LOC6523914,LOC108016574,LOC108152075,LOC117146616,LOC6615979,LOC120456756,CG14771
75109at7215,LOC6504632,6731644,LOC6527870,LOC108018708,LOC108161785,LOC117144011,LOC6611824,LOC120458340,jp
75110at7215,LOC6494753,LOC6735703,LOC6531625,LOC108010210,LOC108159856,LOC117135964,LOC6615528,LOC120444600,rad50
75140at7215,LOC6499287,LOC6727255,LOC6535878,LOC108017194,LOC108155451,LOC117142731,LOC6620076,LOC120452901,Rlip
75165at7215,LOC6497292,LOC6731290,LOC6527008,LOC108011716,LOC108162991,LOC117150240,LOC6611468,LOC120458331,Fgop2
75191at7215,LOC6494729,LOC6734621,LOC6531568,LOC108018202,LOC108160464,LOC117136632,LOC6609289,LOC120445699,Dmel\CG8180
7520at7215,LOC6505822,LOC6727861,LOC6537076,LOC108006649,LOC108156852,LOC117142738,LOC6606151,LOC120452352,CT19169
7523at7215,LOC6500496,LOC6726806,LOC6535403,LOC108011232,LOC108154294,LOC117145108,LOC6613941,LOC120453858,Dmel\CG2663
75247at7215,LOC6493438,LOC6736209,LOC6532195,LOC108012926,LOC108151528,LOC117141769,LOC6610145,LOC120450365,Prp4k
75265at7215,LOC6501426,LOC6726861,LOC6537514,LOC108005733,LOC108154740,LOC117145435,LOC6614008,LOC120451998,Xe7
75284at7215,LOC6497823,LOC6732336,LOC6528243,LOC108010110,LOC108162438,LOC117145041,LOC6611284,LOC120458921,Dmel\CG4218
75285at7215,LOC6507940,LOC6738815,LOC6534830,LOC108011457,LOC108152045,LOC117141941,LOC6616261,LOC120450541,Clc
75294at7215,LOC6497687,LOC6730920,LOC6526777,LOC108004969,LOC108162703,LOC117150983,LOC6613291,LOC120445126,cg3407
75303at7215,LOC6507287,LOC6737441,LOC6532548,LOC108012476,LOC108151848,LOC117142075,LOC6605048,LOC120449081,CT11439
75306at7215,LOC6503398,LOC6729430,LOC6538692,LOC108011470,LOC108156301,LOC117144693,LOC6607771,LOC120453136,anon-WO0118547.376
75310at7215,LOC6501968,LOC6725522,LOC6525895,LOC108015095,LOC108165520,LOC117147511,LOC6620440,LOC120456480,Dmel\CG15370
75315at7215,LOC6501693,LOC6726773,LOC6535372,LOC108006951,LOC108155259,LOC117143285,LOC6613911,LOC120451960,Vps37B
7532at7215,LOC6503922,LOC6726022,LOC6524823,LOC108005158,LOC108162813,LOC117147773,LOC6620480,LOC120456468,Ahcy
75349at7215,LOC6500410,LOC6727402,LOC6535740,LOC108015569,LOC108155890,LOC117145512,LOC6619025,LOC120454515,PR72
75397at7215,LOC6503896,LOC6730964,LOC6526823,LOC108021345,LOC108162415,LOC117142789,LOC6613342,LOC120458782,Dmel\CG15432
75409at7215,LOC6501822,LOC6740216,LOC6525859,LOC108011220,LOC108156992,LOC117148214,LOC6614927,LOC120457099,CG7317
75413at7215,LOC6502289,LOC6725102,LOC6524231,LOC108016970,LOC108164598,LOC117147462,LOC6612499,LOC120455053,Usf
75420at7215,LOC6493322,LOC6736898,LOC6533082,118877399,LOC108150915,LOC117140184,LOC6610896,LOC120449848,Eaf6
75441at7215,LOC6497580,LOC6731440,LOC6527657,LOC108011977,LOC108162573,LOC117151030,LOC6611620,LOC120443763,GalT4
75446at7215,LOC6493359,27206218,LOC6534373,LOC108006879,LOC108151858,LOC117141850,LOC6606044,LOC120450345,Dmel\CG6652
75481at7215,LOC6497953,LOC6739185,LOC6526660,LOC108021471,LOC108161987,LOC117135311,LOC6613188,LOC120458160,Dmel\CG17264
75492at7215,LOC6498640,LOC6731912,LOC6527213,LOC108007412,LOC108156742,LOC117148638,LOC6612089,LOC120443854,YL-1
75507at7215,LOC6499488,LOC6729144,LOC6537796,LOC108005951,LOC108156198,LOC117142788,LOC6607483,LOC120450819,wge
75528at7215,LOC6501542,LOC6729470,LOC6538657,LOC108011489,LOC108154767,LOC117144409,LOC6607806,LOC120454403,UKL
75542at7215,LOC6499297,LOC6727601,LOC6535522,LOC108018634,LOC108155837,LOC117142877,LOC6616643,LOC120451281,Dmel\CG7183
75543at7215,LOC6506280,LOC6738597,LOC6534188,LOC108015806,LOC108152647,LOC117140827,LOC6618341,LOC120449463,MED11
7557at7215,LOC6497805,LOC6730792,LOC6526643,LOC108006302,LOC108162860,LOC117144864,LOC6613173,LOC120452820,betaggt-II
75581at7215,LOC6497874,LOC6732683,LOC6529586,LOC108021308,LOC108163359,LOC117144506,LOC6614559,LOC120445732,Dmel\CG15160
75594at7215,LOC6493382,6738362,LOC6534426,LOC108005638,LOC108152128,LOC117141490,LOC6605990,LOC120447562,Abl
75601at7215,LOC6493140,LOC6736643,LOC6532825,LOC108007069,LOC108152649,LOC117139394,LOC6610637,LOC120448075,eIF5B
75614at7215,LOC6505515,LOC6730429,LOC6526275,LOC108016729,LOC108162273,LOC117142054,LOC6617224,LOC120454182,Dmel\CG17075
75618at7215,LOC6498191,LOC6732416,LOC6529011,LOC108008962,LOC108163968,LOC117150203,LOC6611357,LOC120458596,esg-RA
75620at7215,LOC6498395,LOC6731130,LOC6528096,LOC108013993,LOC108161243,LOC117150157,LOC6613541,LOC120455581,dsf
75641at7215,LOC6494238,LOC6739516,LOC6531989,LOC108009935,LOC108158897,LOC117135946,LOC6613025,LOC120444423,Dmel\CG3257
75661at7215,LOC6507952,LOC6738723,LOC6534912,LOC108011060,LOC108153600,LOC117141471,LOC6619385,LOC120449872,tey
75683at7215,LOC26514494,LOC6732764,LOC26535909,LOC108013718,LOC108162078,LOC117135227,LOC6621705,LOC120444580,TU37B1
75688at7215,LOC6500245,LOC6728657,LOC6536505,LOC108020545,LOC108155744,LOC117145928,LOC6606966,LOC120454750,Nuak
756at7215,LOC6493336,LOC6736871,LOC6533055,LOC108013352,LOC108151479,LOC117139624,LOC6610872,LOC120448294,Uev1A
75717at7215,LOC6497467,LOC6732737,LOC6529638,LOC108018477,LOC108163001,LOC117135261,LOC6614611,LOC120446421,Nak
75721at7215,LOC6507721,LOC6736833,LOC6533021,LOC108014454,LOC108150773,LOC117141523,LOC6610838,LOC120449132,CG13705-PA
75726at7215,LOC6505953,LOC6730270,LOC6538935,LOC108012158,LOC108156242,LOC117142669,LOC6612913,LOC120451280,wts
75771at7215,LOC6506998,LOC6737359,LOC6532640,LOC108012582,LOC108151803,LOC117141140,LOC6604958,LOC120449927,mRpL12
75785at7215,LOC6493183,LOC6738268,LOC6535086,LOC108019375,LOC108151284,LOC117141613,LOC6605898,LOC120450153,Dmel\CG13054
75814at7215,LOC6498959,LOC27206989,LOC6537325,LOC108018583,LOC108156081,LOC117143340,LOC6606413,LOC120451541,IFT54
75820at7215,LOC6499098,LOC6729878,LOC6538230,LOC108013870,LOC108155275,LOC117143972,LOC6618708,LOC120453360,Dmel\CG12877
75840at7215,LOC6504607,LOC27207973,LOC6523806,LOC108016653,LOC108151009,LOC117148664,LOC6615867,LOC120456291,EG:171D11.5
75874at7215,LOC6506789,LOC27208652,LOC6535109,LOC108014679,LOC108152196,LOC117140297,LOC6605875,LOC120447800,Taf4
75895at7215,LOC6498085,LOC6731456,LOC6527672,LOC108005715,LOC108162792,LOC117150560,LOC6611635,LOC120445774,Ssb-c31a
75896at7215,LOC6503967,LOC6725178,LOC6524128,LOC108015292,LOC108164866,LOC117148930,LOC6612387,LOC120456092,OtopLc
75929at7215,LOC6497661,LOC6732677,LOC6529580,LOC108021468,LOC108163539,LOC117137087,LOC6614553,LOC120446041,Dmel\CG10283
75958at7215,LOC6499186,LOC6726949,LOC6537595,LOC108007597,LOC108157723,LOC117144699,LOC6614093,LOC120452095,Osi17
76023at7215,LOC6505284,LOC6726243,LOC6525641,LOC108005399,LOC108161350,LOC117146528,LOC6618052,LOC120455148,xmas
76027at7215,LOC6497076,LOC6732838,LOC6529732,LOC108021128,LOC108162567,LOC117151034,LOC6614708,LOC120445322,ref(2)P
76034at7215,LOC6499922,LOC6728679,LOC6536481,LOC108013881,LOC108156631,LOC117143099,LOC6606989,LOC120451668,Fmr1
76053at7215,LOC6501254,LOC6728764,LOC6536387,LOC108014041,LOC108157030,LOC117144312,LOC6607084,LOC120450779,Son
76059at7215,LOC6498360,LOC6731576,LOC6527798,LOC108019106,LOC108163827,LOC117135642,LOC6611757,LOC120443713,Dmel\CG34398
76074at7215,LOC6497694,LOC6730478,LOC6526328,LOC108021293,LOC108162766,LOC117150391,LOC6617277,LOC120458041,Ptth
76088at7215,LOC6500705,Ubx,LOC26535701,LOC108015659,LOC108156466,LOC117144469,LOC6616838,LOC120451204,Ubx
76091at7215,LOC6493571,LOC6739020,Dyak\GE22318,LOC108006904,LOC108152107,LOC117142048,LOC6616468,LOC120450489,Wnk
7609at7215,LOC6492990,LOC6738312,LOC6539469,LOC108018839,LOC108153244,LOC117139672,LOC6605944,LOC120447889,Tcs3
7612at7215,LOC6506984,LOC6732547,LOC6529525,LOC108014664,LOC108164029,LOC117135204,LOC6614415,LOC120445763,Dmel\CG17996
76142at7215,LOC6507763,LOC6739629,LOC6532556,LOC108013087,LOC108151244,LOC117141570,LOC6605041,LOC120450220,CG3628
76158at7215,LOC6505365,LOC6731607,LOC6527833,LOC108005726,LOC108163074,LOC117147378,LOC6611788,LOC120458093,Dmel\CG13108
76166at7215,LOC6496993,LOC6731219,LOC6527085,LOC108019105,LOC108163295,LOC117150857,LOC6613633,LOC120444003,Daxx
76169at7215,LOC6503607,LOC6725278,LOC6524021,LOC108014982,LOC108162127,LOC117147023,LOC6612281,LOC120455202,Dmel\CG15894
761at7215,LOC6501436,LOC6728908,LOC6536240,LOC108007966,LOC108155867,LOC117145583,LOC6607238,LOC120450924,Dmel\CG11753
76251at7215,LOC6499540,LOC6727635,LOC6535491,LOC108019482,LOC108154208,LOC117142860,LOC6616675,LOC120453848,tinc
76302at7215,LOC6497069,LOC6732824,LOC6529721,LOC108021038,LOC108163055,LOC117136383,LOC6614697,LOC120445183,swm
76308at7215,LOC6507267,LOC6739061,LOC6539357,LOC108015880,LOC108150967,LOC117141153,LOC6616505,LOC120448562,Dmel\CG14565
76324at7215,LOC6503738,LOC6726000,LOC6524800,LOC108005247,LOC108151676,LOC117147557,LOC6620376,LOC120456624,Dmel\CG9101
76350at7215,LOC6498747,LOC6726430,LOC6525215,LOC108015041,LOC108164650,LOC117147583,LOC6614969,LOC120455791,Dmel\CG7884
76355at7215,LOC6496723,LOC6730754,LOC6526606,LOC108016573,LOC108161722,LOC117136011,LOC6613136,LOC120445938,Hrs-RB
76379at7215,LOC6497240,LOC6731003,LOC6526867,LOC108021400,LOC108163698,LOC117150279,LOC6613384,LOC120453787,tank
76389at7215,LOC6500135,LOC6739753,LOC6535742,LOC108015967,LOC108154803,LOC117145516,LOC6619023,LOC120454518,Surf6
76394at7215,LOC6500292,LOC27206442,LOC6537318,LOC108017498,LOC108155044,LOC117145973,LOC6606406,LOC120452203,ATPsynE
76419at7215,LOC6499302,LOC6729720,LOC6538412,LOC108014050,LOC108157563,LOC117142793,LOC6617028,LOC120453558,dysf
76441at7215,LOC6497592,LOC6731975,LOC6527264,LOC108021273,LOC108161866,LOC117137928,LOC6612148,LOC120458156,salr
76465at7215,LOC6507646,LOC6736695,LOC6532879,LOC108011863,LOC108153257,LOC117139908,LOC6610690,LOC120448643,scrt
7646at7215,LOC6507059,LOC6736279,LOC6532303,LOC108012890,LOC108153535,LOC117141249,LOC6610253,LOC120448421,Dmel\CG12038
76485at7215,LOC6506400,LOC6738237,LOC6534567,LOC108014022,LOC108151245,LOC117141957,LOC6605863,LOC120450241,Mbs
76490at7215,LOC6493694,LOC6738554,LOC6534235,LOC108019418,LOC108151591,LOC117141464,LOC6618295,LOC120448885,Dmel\CG13699
7650at7215,LOC6501059,LOC6729165,LOC6537809,LOC108005963,LOC108155436,LOC117144550,LOC6607499,LOC120451461,Nepl15
76516at7215,LOC6506538,LOC6738481,LOC6534310,LOC108004810,LOC108152325,LOC117139234,LOC6606104,LOC120450527,CycT
7652at7215,LOC6505649,LOC6728333,LOC6536847,LOC108008064,LOC108154863,LOC117146005,LOC6606641,LOC120451148,Vha55
76544at7215,LOC6493317,LOC6736917,LOC6533101,LOC108011410,LOC108152117,LOC117140930,LOC6610914,LOC120450039,vito
7654at7215,LOC6498788,LOC6725935,LOC6524711,LOC108006563,LOC108155312,LOC117146791,LOC6618519,LOC120456006,mRNA-cap
76558at7215,LOC6506200,LOC6739002,6534644,LOC108012625,LOC108153513,LOC117141407,LOC6616448,LOC120449885,croc
7655at7215,LOC6507085,LOC6736317,LOC6532347,LOC108013386,LOC108151200,LOC117140189,LOC6610300,LOC120448871,Herc4
76615at7215,LOC6493181,LOC6738270,LOC6535084,LOC108019376,LOC108151314,LOC117140054,LOC6605900,LOC120449691,Dmel\CG34247
76620at7215,LOC6501219,LOC6729089,LOC6537739,LOC108020519,LOC108154299,LOC117145118,LOC6607421,LOC120451891,Dmel\CG13856
76628at7215,LOC6506921,LOC27206305,LOC6534726,LOC108012536,LOC108151954,LOC117139814,LOC6616368,LOC120450594,Dmel\CG13255
76640at7215,LOC6503785,LOC6730523,LOC6526376,LOC108021170,LOC108162781,LOC117135245,LOC6617328,LOC120444144,S
76647at7215,LOC6504851,LOC6724796,LOC6523824,LOC108016633,LOC108164722,LOC117148109,LOC6615885,LOC120456743,EG:115C2.8
76654at7215,LOC6503034,LOC27207642,LOC6525336,LOC108019113,LOC108162590,LOC117146547,LOC6620185,LOC120456174,slpr
7669at7215,LOC6498583,LOC6731807,LOC6528036,LOC108009083,LOC108161332,LOC117150573,LOC6611985,LOC120449048,mRpS7
76705at7215,LOC6499321,LOC27208007,LOC6537055,LOC108007376,LOC108156025,LOC117145850,LOC6616901,LOC120452501,SF2
76709at7215,LOC6499587,LOC27207059,LOC6538439,LOC108016304,LOC108157686,LOC117145016,LOC6616998,LOC120452841,fid
76711at7215,LOC6507411,LOC6736693,LOC6532876,LOC108011816,LOC108153348,LOC117140542,LOC6610689,LOC120449077,Dmel\CG12605
76742at7215,LOC6503770,LOC6725161,LOC6524148,LOC108015307,LOC108161638,LOC117146915,LOC6612408,LOC120456486,Usp16-45
76756at7215,LOC6507794,LOC6739063,LOC6539358,LOC108015883,LOC108153457,LOC117140578,LOC6616507,LOC120449260,Dmel\CG14564
7676at7215,LOC6497264,LOC6732879,LOC6529777,LOC108005856,LOC108163413,LOC117146661,LOC6614752,LOC120445573,COX4
76770at7215,LOC6493599,LOC6738146,Dyak\GE22848,LOC108019359,LOC108152721,LOC117140835,LOC116801099,LOC120448201,Dmel\CG7857
76781at7215,LOC6507584,LOC6739604,LOC6532457,LOC108013564,LOC108150821,LOC117141245,LOC6610411,LOC120449072,Cpr62Bb
76783at7215,LOC6499718,6728280,LOC6536896,LOC108014134,LOC108154167,LOC117145425,LOC6606589,LOC120454366,Dmel\CG7518
76786at7215,LOC6496546,LOC6734357,LOC6529911,LOC108019682,LOC108160678,LOC117136675,LOC6609047,LOC120445439,Cpr50Cb
76804at7215,LOC6494082,LOC6733479,LOC6528523,LOC108019565,LOC108160727,LOC117136273,LOC6608104,LOC120452849,Dmel\CG12769
76813at7215,LOC6493753,LOC6737045,LOC6533230,LOC108012474,LOC108152878,LOC117141382,LOC6611057,LOC120449571,Rsph3
76819at7215,LOC6498618,LOC6731859,LOC6527160,LOC108018224,LOC108163284,LOC117150718,LOC6612036,LOC120443890,dbf
76820at7215,LOC6505580,LOC6730284,LOC6538950,LOC108012141,LOC108156425,LOC117145152,LOC6612927,LOC120452634,Ptx1
76836at7215,LOC6503920,LOC6726012,LOC6524814,LOC108005439,LOC108162614,LOC117147221,LOC6620367,LOC120455919,Dmel\CG6227
7687at7215,LOC6501465,LOC27208939,LOC6538231,LOC108013867,LOC108155278,LOC117145945,LOC6618707,LOC120453363,CROT
76890at7215,LOC6504133,LOC27206376,LOC6523795,LOC108016723,LOC108164839,LOC117147250,LOC6615855,LOC120456279,l(1)sc
76897at7215,LOC6493347,LOC6737223,LOC6533411,LOC108012615,LOC108165446,LOC117141595,LOC6604826,LOC120448727,Dmel\CG13675
76898at7215,LOC6500643,LOC6727731,LOC6537440,LOC108020811,LOC108157277,LOC117143949,LOC6616781,LOC120454473,TwdlW
76954at7215,LOC6507879,LOC6737644,LOC6533689,LOC108015895,LOC108152440,LOC117139469,LOC6605250,LOC120447596,CG42671
76971at7215,LOC6497218,LOC6731078,LOC6528152,LOC108005147,LOC108163883,LOC117148251,LOC6613482,LOC120458466,mid
77019at7215,LOC6499775,LOC6729212,LOC6537863,LOC108008019,LOC108156182,LOC117145675,LOC6607554,LOC120451197,EloA-RA
77038at7215,LOC6496649,LOC6733218,LOC6529047,LOC108019651,LOC108159268,LOC117136882,LOC6619184,LOC120458693,Dmel\CG17994
77043at7215,LOC6506561,LOC6738370,LOC6534417,LOC108006684,LOC108152336,LOC117142010,LOC6606000,LOC120450493,Dab
77046at7215,LOC6505039,LOC6740111,LOC6524624,LOC108004778,LOC108152033,LOC117148674,LOC6618420,LOC120456754,Dmel\CG11816
77055at7215,LOC6498118,LOC6730656,LOC6526510,LOC108020954,LOC108162321,LOC117141622,LOC6620617,LOC120458639,aop
7708at7215,LOC26515188,LOC6726072,LOC6524883,LOC108019226,LOC117186409,LOC117146749,LOC6619979,LOC120455008,Paf-AHalpha
77094at7215,LOC6505101,LOC27208496,LOC6526171,LOC108014947,LOC108164789,LOC117147327,LOC6615224,LOC120455947,tty
77100at7215,LOC6493271,LOC6737993,LOC6534057,LOC108012273;LOC108013381,LOC108151517,LOC117141742,LOC6605621,LOC120447664,Dmel\CG17364
77109at7215,LOC6507766,123327236,LOC6532538,LOC108013350,LOC108153181,LOC117139094,LOC6605057,LOC120448692,CG42673
77125at7215,LOC6506002,LOC6732031,LOC6527324,LOC108020998,LOC108162921,LOC117139775,LOC6617684,LOC120452555,SART1
77134at7215,LOC6506702,LOC6736245,LOC6532269,LOC108012494,LOC108152525,LOC117139925,LOC6610218,LOC120449815,hng3
77154at7215,LOC6503931,LOC27207342,LOC6525398,LOC108021805,LOC108156538,LOC117148716,LOC6620239,LOC120455683,Ir7b
77161at7215,LOC6501535,LOC6729234,LOC6537885,LOC108007801,LOC108157266,LOC117143240,LOC6607577,LOC120453222,Dmel\CG4374
77172at7215,LOC6504840,LOC6724854,LOC26535641,LOC108015429,LOC108153656,LOC117148549,LOC6615966,LOC120457018,EG:8D8.2
7719at7215,LOC6493315,LOC27207062,LOC6533105,LOC108011453,LOC108153216,LOC117140928,LOC6610918,LOC120450036,Cralbp
7721at7215,LOC6498148,Tsp33B,LOC6527297,LOC108011035,LOC108163998,LOC117150797,Tsp33B,LOC120458419,Tsp33B
77236at7215,LOC6499188,LOC6726951,LOC6537597,LOC108018335,LOC108153933,LOC117144617,LOC6614095,LOC120452885,Osi19
77266at7215,LOC6501922,LOC6739894,LOC6525968,LOC108015320,LOC108164957,LOC117147173,LOC6620642,LOC120455672,Dmel\CG32694
77284at7215,LOC6499955,LOC6728034,LOC6537248,LOC108014158,LOC108157589,LOC117144371,LOC6606328,LOC120452659,dpr9
77339at7215,LOC6505190,LOC6725566,LOC6525944,LOC108014957,LOC108164837,LOC117147509,LOC6617484,LOC120456613,Sp1
77340at7215,LOC6502232,LOC6724893,LOC6524485,LOC108016855,LOC108157568,LOC117146990,LOC6616046,LOC120455011,trr
77344at7215,LOC6503696,LOC6739906,LOC6523904,LOC108015300,LOC108153020,LOC117148551,LOC6615965,LOC120455465,Naa30A
7734at7215,LOC6497558,LOC6730526,LOC6526379,LOC108021207,LOC108162994,LOC117149356,LOC6617333,LOC120447986,CG4629
77355at7215,LOC6507025,LOC6739625,LOC6532725,LOC108012359,LOC108153430,LOC117139146,LOC6604869,LOC120448556,ImpE1
77357at7215,LOC6507689,LOC6736767,LOC6532954,LOC108020210,LOC108151790,LOC117139411,LOC6610768,LOC120448996,Claspin
77360at7215,LOC6493368,LOC6738403,LOC6534387,LOC108006848,LOC108165576,LOC117140421,LOC6606032,LOC120447782,Dmel\CG13023
77405at7215,LOC6494850,LOC6734250,LOC6530023,LOC108007642,LOC108160124,LOC117135877,LOC6608930,LOC120445199,Psc
77415at7215,LOC6505575,LOC6730273,LOC6538938,LOC108018265,LOC108157738,LOC117143877,LOC116801570,LOC120453406,Dmel\CG15544
77444at7215,LOC6500272,LOC6728105,LOC6537319,LOC108017485,LOC108155038,LOC117146084,LOC6606407,LOC120452197,Afti
77448at7215,LOC6493041,LOC6738439,LOC6534352,LOC108012812,LOC108165328,LOC117142050,LOC6606064,LOC120449960,Dmel\CG13724
77455at7215,LOC6500060,LOC27209373,LOC6536294,108018449,LOC108154126,LOC117144598,LOC6607180,LOC120454528,ich
77528at7215,LOC6500541,LOC6729442,LOC6538682,LOC108011536,LOC108154795,LOC117142284,LOC6607781,LOC120453388,BcDNA:SD02419
77535at7215,LOC6496047,LOC6735044,LOC6531153,LOC108009524,LOC108157988,LOC117135862,LOC6609730,LOC120445891,Dmel\CG5756
77536at7215,LOC6504809,LOC6724848,LOC6523891,LOC108015154,LOC108165250,LOC117146460,LOC6615953,LOC120457157,EG:BACR42I17.8
77547at7215,LOC6497514,LOC6732760,LOC6529660,LOC108021249,LOC108163460,LOC117150734,LOC6614635,LOC120446554,Acn
77561at7215,LOC6501714,LOC6727220,LOC6535910,LOC108004817,LOC108156355,LOC117145697,LOC6620034,LOC120454124,Nelf-A
77567at7215,LOC6499452,LOC6726961,LOC6537607,LOC108016060,LOC108155338,LOC117144240,LOC6614106,LOC120454327,CG33097
77577at7215,LOC6500544,LOC6728787,LOC6536363,LOC108008017,LOC108154789,LOC117143085,LOC6621926,LOC120451012,Dmel\CG16779
77579at7215,LOC6500610,LOC6728041,LOC6537256,LOC108007655,LOC108155977,LOC117143471,LOC6606336,LOC120451555,CG3817
77594at7215,LOC6501878,LOC6726128,LOC6524958,LOC108006334,LOC108164526,LOC117146699,LOC6617923,LOC120455375,Dsp1
